Account ID,Org Name,Wastewater network ID,Wastewater network/plant name,W-A2 Total length of wastewater pipes (km),W-A2 Reason not available,W-A2 Data confidence,W-A7 Wastewater treatment processes - highest level,W-A8 Receiving environment for treated wastewater,W-A9 Volume of wastewater treated at treatment plant (m3/year),W-A9 Reason not available,W-A9.1 Average nominal flows (L/s),W-A9.1 Reason not available,W-A9.2 Average peak flows (L/s),W-A9.2 Reason not available,W-A9.3 Reason for peak flow,W-A10 Volume of trade waste treated (m3/year),W-A10 Reason not available,W-A11 Volume of septage imported for treatment (m3/year),W-A11 Reason not available,W-A12 Volume of treated wastewater applied to land (m3/year),W-A12 Reason not available,W-A7 to W-A12 Data confidence,W-EH1 Number of residential connections,W-EH1 Reason not available,W-EH1 Method of determining connections,W-EH2 Number of non-residential connections,W-EH2 Reason not available,W-EH2 Method of determining connections,W-EH3 Total population served by the wastewater network,W-EH3 Reason not available,W-EH1 to W-EH3 Data confidence,W-EH4 Number of resource consents held for WW network,W-EH4 Reason not available,W-EH9 WW overflow regulation approach under local regional plan,W-EH9 Comments,W-EH4 to W-EH9 Data confidence,W-EH20 WWTP peak flow to nominal flow ratio,W-EH20 Reason not available,W-EH21 Design standards for calculating WW overflow capacity,W-EH21 Comments,W-EH22 Levels of service for preventing WW overflows due to stormwater (%),W-EH22 Comments,W-EH21 to W-EH23 Data confidence,W-RE3 Wastewater treatment wetland emissions (tCO2e/year),W-RE3 Reason not available,W-RE4 Wastewater effluent disposal emissions (tCO2e/year),W-RE4 Reason not available,W-RE5 Wastewater sludge treatment emissions (tCO2e/year),W-RE5 Reason not available,W-RE6 Wastewater sludge disposal emissions (tCO2e/year),W-RE6 Reason not available,W-RE3 to W-RE6 Data confidence,W-RE7 Production of biosolids (m3),W-RE7 Reason not available,W-RE8 % of dry solids in biosolids,W-RE8 Reason not available,W-RE9 % disposal of biosolids to onsite stockpile,W-RE9 Reason not available,W-RE10 Disposal of biosolids to landfill (tonnes),W-RE10 Reason not available,W-RE11 Disposal of biosolids composting and reuse (tonnes),W-RE11 Reason not available,W-RE11 Biosolids reuse - how and where,W-RE12 Disposal of biosolids to other routes (tonnes),W-RE12 Reason not available,W-RE13 Last year plant or pond was desludged (yyyy),W-RE13 Reason not available,W-RE7 to W-RE13 Data confidence
ACC-00008525,New Plymouth District Council,WWN-00238,New Plymouth,670.47,,4 - Reliable,Tertiary,Marine,9118281,,290,,1175,,Significant Weather Events,1041200,,0,,0,,5 - Highly Reliable,26453,,Other (Please identify in the comments section),1700,,Other (Please identify in the comments section),69750,,4 - Reliable,19,,,Prohibited (AQ to review),5 - Highly Reliable,4.1,,NZS4404,,,No adopted wet-weather level of service,5 - Highly Reliable,0,Measure Not Applicable,195,,0,,410,,4 - Reliable,2060,,91,,0,,150,,1499,,Sold as BioBoost ®,0,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00008500,Opotiki District Council,WWN-00239,Opotiki,46,,4 - Reliable,Secondary,Land,681536,,96,,115,,Significant Weather Events,0,,0,,300865,,5 - Highly Reliable,1582,,Estimation by population,244,,Estimation by non-residential buildings,5368,,4 - Reliable,3,,,Selection is not applicable,4 - Reliable,1.2,,,Unable to answer at this time. Will provide within 1month.,,Unable to calculate at this time. Will provide within 1month.,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,Kawerau worm farm,0,,2023,,4 - Reliable
ACC-00008500,Opotiki District Council,WWN-00240,Waihau Bay,1,,4 - Reliable,Primary,Land,,Data Not Available,,Data Not Available,,Data Not Available,Population Variance,0,,0,,,Data Not Available,5 - Highly Reliable,25,,Number of connections known,0,,,,Data Not Available,3 - Less Reliable,1,,,Selection is not applicable,4 - Reliable,,Data Not Available,,Unable to answer at this time. Will provide within 1month.,,Unable to calculate at this time. Will provide within 1month.,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,0,,2021,,4 - Reliable
ACC-00008562,Otorohanga District Council,WWN-00241,Otorohanga,51,,4 - Reliable,Secondary,River,341250,,2,,21,,Significant Weather Events,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,1361,,Other (Please identify in the comments section),237,,Other (Please identify in the comments section),4503,,4 - Reliable,5,,Measure Not Applicable,W-EH1 and W-EH2 - Connections based on water connections minus 27 on Otewa Road,4 - Reliable,11,,Other (Please identify in the comments section),RITs,100,This is covered under consent conditions,4 - Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,100,,35,,0,,0,,0,,,0,,2025,,4 - Reliable
ACC-00008549,Palmerston North City Council,WWN-00242,Totara Road,698,,5 - Highly Reliable,Tertiary,River,10833263,,343,,2116,,Significant Weather Events,545360,,2302,,0,Measure Not Applicable,5 - Highly Reliable,31578,,Number of connections known,2181,,Other (Please identify in the comments section),84639,,5 - Highly Reliable,5,,,Prohibited activity under regional plan - Emergency conditions require specific application to regional council,5 - Highly Reliable,6,,Internal code of practice,ESLD,63,1 year ARI,5 - Highly Reliable,2383,,2135,,260,,50,,2 - Uncertain,2289,,15,,0,,0,,2461,,"Biosolids are composted and used for landfill capping, assume sludge density 1075 kg/m3",0,,2025,,4 - Reliable
ACC-00008584,Queenstown Lakes District Council,WWN-00244,Cardrona,11,,5 - Highly Reliable,Tertiary,Land,29502,,68,,500,,Data Not Available,,Data Not Available,0,Measure Not Applicable,29502,,4 - Reliable,44,,Other (Please identify in the comments section),6,,Other (Please identify in the comments section),1237,,4 - Reliable,1,,,Refer to ORC Regional Plan for water,,7.4,,Internal code of practice,,100,2 times wet weather flow,5 - Highly Reliable,,Measure Not Applicable,6,,,Data Not Available,7,,3 - Less Reliable,9,,,Data Not Available,,Data Not Available,9,,0,Measure Not Applicable,,0,,,Measure Not Applicable,4 - Reliable
ACC-00008584,Queenstown Lakes District Council,WWN-00246,Hawea,48,,5 - Highly Reliable,Secondary,Land,136724,,5,,,Data Not Available,Data Not Available,,Data Not Available,0,Measure Not Applicable,136724,,3 - Less Reliable,1175,,Other (Please identify in the comments section),5,,Other (Please identify in the comments section),2882,,4 - Reliable,2,,,Refer to ORC Regional Plan for water,,,Data Not Available,Internal code of practice,,100,2 times wet weather flow,5 - Highly Reliable,,Measure Not Applicable,45,,,Data Not Available,,Measure Not Applicable,3 - Less Reliable,,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,0,Measure Not Applicable,,0,,2012,,4 - Reliable
ACC-00008584,Queenstown Lakes District Council,WWN-00247,Queenstown,359,,5 - Highly Reliable,Tertiary,Land,4411738,,143,,490,,Significant Weather Events,,Data Not Available,2691,,3393756,,4 - Reliable,9196,,Other (Please identify in the comments section),578,,Other (Please identify in the comments section),47739,,4 - Reliable,2,,,Refer to ORC Regional Plan for water,,3.4,,Internal code of practice,,100,2 times wet weather flow,5 - Highly Reliable,,Measure Not Applicable,273,,,Data Not Available,1042,,3 - Less Reliable,3840,,,Data Not Available,,Data Not Available,3840,,0,Measure Not Applicable,,0,,2024,,4 - Reliable
ACC-00008584,Queenstown Lakes District Council,WWN-00248,Wanaka,279,,5 - Highly Reliable,Tertiary,Land,1503432,,49,,205,,Data Not Available,,Data Not Available,1542,,1503432,,3 - Less Reliable,6818,,Other (Please identify in the comments section),277,,Other (Please identify in the comments section),19419,,4 - Reliable,4,,,Refer to ORC Regional Plan for water,,4.8,,Internal code of practice,,100,2 times wet weather flow,5 - Highly Reliable,,Measure Not Applicable,106,,,Data Not Available,530,,3 - Less Reliable,2560,,,Data Not Available,,Data Not Available,2560,,0,Measure Not Applicable,,0,,,Measure Not Applicable,4 - Reliable
ACC-00007503,Rangitikei District Council,WWN-00249,Bulls,17,,3 - Less Reliable,Primary,River,189800,,6,,27,,Infrastructure/Equipment Failures,0,,0,,0,,3 - Less Reliable,1800,,Estimation by population,,Data Not Available,Data Not Available,1800,,3 - Less Reliable,1,,Measure Not Applicable,,2 - Uncertain,,Data Not Available,Measure Not Applicable,,,,2 - Uncertain,,Measure Not Applicable,190,,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,1 - Very Uncertain
ACC-00007503,Rangitikei District Council,WWN-00250,Hunterville,6,,3 - Less Reliable,Primary,River,69715,,2,,9,,Infrastructure/Equipment Failures,0,,0,,0,,3 - Less Reliable,444,,Estimation by population,,Data Not Available,Data Not Available,444,,3 - Less Reliable,3,,Measure Not Applicable,,2 - Uncertain,,Data Not Available,Measure Not Applicable,,,,2 - Uncertain,,Measure Not Applicable,20,,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,1 - Very Uncertain
ACC-00007503,Rangitikei District Council,WWN-00251,Koitiata,1,,3 - Less Reliable,Primary,Land,1132,,1,,1,,Measure Not Applicable,0,,0,,5913,,3 - Less Reliable,58,,Estimation by population,,Data Not Available,Data Not Available,58,,3 - Less Reliable,1,,Measure Not Applicable,,2 - Uncertain,,Data Not Available,Measure Not Applicable,,,,2 - Uncertain,,Measure Not Applicable,1,,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,1 - Very Uncertain
ACC-00007503,Rangitikei District Council,WWN-00252,Mangaweka,2,,3 - Less Reliable,Primary,River,,Data Not Available,,Data Not Available,,Data Not Available,Measure Not Applicable,0,,0,,0,,3 - Less Reliable,150,,Estimation by population,,Data Not Available,Data Not Available,150,,3 - Less Reliable,1,,Measure Not Applicable,,2 - Uncertain,,Data Not Available,Measure Not Applicable,,,,2 - Uncertain,,Measure Not Applicable,3,,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,1 - Very Uncertain
ACC-00007503,Rangitikei District Council,WWN-00253,Marton,49,,3 - Less Reliable,Primary,River,799715,,25,,61,,Infrastructure/Equipment Failures,,Data Not Available,0,,0,,3 - Less Reliable,2200,,Estimation by population,,Data Not Available,Data Not Available,2200,,3 - Less Reliable,1,,Measure Not Applicable,,2 - Uncertain,,Data Not Available,Measure Not Applicable,,,,2 - Uncertain,,Measure Not Applicable,735,,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,1 - Very Uncertain
ACC-00007503,Rangitikei District Council,WWN-00254,Ratana,4,,3 - Less Reliable,Primary,River,,Data Not Available,,Data Not Available,,Data Not Available,Measure Not Applicable,0,,0,,0,,3 - Less Reliable,366,,Estimation by population,,Data Not Available,Data Not Available,366,,3 - Less Reliable,1,,Measure Not Applicable,,2 - Uncertain,,Data Not Available,Measure Not Applicable,,,,2 - Uncertain,,Measure Not Applicable,45,,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,1 - Very Uncertain
ACC-00007503,Rangitikei District Council,WWN-00255,Taihape,22,,3 - Less Reliable,Primary,River,494575,,16,,35,,Infrastructure/Equipment Failures,0,,0,,0,,3 - Less Reliable,2200,,Estimation by population,,Data Not Available,Data Not Available,2200,,3 - Less Reliable,1,,Measure Not Applicable,,2 - Uncertain,,Data Not Available,Measure Not Applicable,,,,2 - Uncertain,,Measure Not Applicable,4,,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,1 - Very Uncertain
ACC-00008544,Rotorua Lakes Council,WWN-00256,Rotoiti East Rotoma,40,,4 - Reliable,Tertiary,Land,46975,,9,,30,,Significant Weather Events,,Measure Not Applicable,,Measure Not Applicable,48644,,5 - Highly Reliable,754,,Number of connections known,6,,Other (Please identify in the comments section),660,,5 - Highly Reliable,3,,,,5 - Highly Reliable,3.3,,NZS4404,,50,,2 - Uncertain,0,,9,,,Measure Not Applicable,2,,4 - Reliable,106,,15,,0,,,Measure Not Applicable,114,,Vermicomposting,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,WWN-00257,Rotorua,771,,4 - Reliable,Secondary,Land,7422804,,235,,950,,Significant Weather Events,,Measure Not Applicable,,Measure Not Applicable,6676022,,5 - Highly Reliable,23147,,Number of connections known,490,,Other (Please identify in the comments section),66890,,5 - Highly Reliable,1,,,,5 - Highly Reliable,4,,NZS4404,,50,,2 - Uncertain,0,,446,,,Measure Not Applicable,186,,4 - Reliable,9500,,20,,0,,,Measure Not Applicable,9929,,Vermicomposting,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008524,Ruapehu District Council,WWN-00258,Hikumutu,50,,3 - Less Reliable,Tertiary,River,568820,,,Data Not Available,,Data Not Available,Data Not Available,1600,,565,,0,Measure Not Applicable,5 - Highly Reliable,1895,,Other (Please identify in the comments section),288,,Other (Please identify in the comments section),4970,,4 - Reliable,3,,,Consent Lodged,,,Data Not Available,NZS4404,,,,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,2022,,
ACC-00008524,Ruapehu District Council,WWN-00259,National Park,7,,3 - Less Reliable,Secondary,River,172922,,,Data Not Available,,Data Not Available,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,5 - Highly Reliable,273,,Other (Please identify in the comments section),47,,Other (Please identify in the comments section),320,,3 - Less Reliable,2,,,Operating under s124 of RMA,,,Data Not Available,NZS4404,,,,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,
ACC-00008524,Ruapehu District Council,WWN-00260,Ohakune,30,,3 - Less Reliable,Tertiary,River,167358,,,Data Not Available,,Data Not Available,Data Not Available,0,Measure Not Applicable,1101,,0,Measure Not Applicable,5 - Highly Reliable,1472,,Other (Please identify in the comments section),170,,Other (Please identify in the comments section),1360,,3 - Less Reliable,4,,,Operating under s124 of RMA,,,Data Not Available,NZS4404,,,,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,
ACC-00008524,Ruapehu District Council,WWN-00261,Pipiriki,2,,3 - Less Reliable,Tertiary,Land,2352,,,Data Not Available,,Data Not Available,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,2352,,4 - Reliable,18,,Other (Please identify in the comments section),4,,Other (Please identify in the comments section),22,,3 - Less Reliable,2,,,Active Consent - Discharge to land Permitted,,,Data Not Available,NZS4404,,,,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,
ACC-00008524,Ruapehu District Council,WWN-00262,Raetihi,13,,3 - Less Reliable,Secondary,River,311439,,,Data Not Available,,Data Not Available,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,5 - Highly Reliable,404,,Other (Please identify in the comments section),103,,Other (Please identify in the comments section),1160,,3 - Less Reliable,3,,,Operating under s124 of RMA,,,Data Not Available,NZS4404,,,,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,
ACC-00008524,Ruapehu District Council,WWN-00263,Rangataua,4,,3 - Less Reliable,Secondary,River,22000,,,Data Not Available,,Data Not Available,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,5 - Highly Reliable,199,,Other (Please identify in the comments section),6,,Other (Please identify in the comments section),190,,3 - Less Reliable,1,,,Operating under s124 of RMA,,,Data Not Available,NZS4404,,,,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,
ACC-00001006,Selwyn District Council,WWN-00264,Arthurs Pass - Sunshine Tce,1,,5 - Highly Reliable,Tertiary,Land,865,,0,,8,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,990,,5 - Highly Reliable,8,,Number of connections known,0,,Estimation by non-residential buildings,25,,4 - Reliable,1,,Data Not Available,"If any overflows are recored in our system, we report to Ecan as a formal email.",4 - Reliable,4.4,,Internal code of practice,"Storm Peak Factor (1.6 deep ground water >4m and 2.4 shallow ground water)
Average flow (220L/person/day * 2.7 people/lot(units)*total lots(units))",20,ARI (5 years - 1 in 5 year event rain),5 - Highly Reliable,0,,2,,0,,0,,1 - Very Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,0,Measure Not Applicable,2024,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,WWN-00266,Castle Hill,9,,5 - Highly Reliable,Secondary,Land,24353,,0,,10,,Significant Weather Events,,Measure Not Applicable,,Measure Not Applicable,25358,,5 - Highly Reliable,310,,Number of connections known,0,,Estimation by non-residential buildings,500,,3 - Less Reliable,3,,Data Not Available,"If any overflows are recored in our system, we report to Ecan as a formal email.",4 - Reliable,4.6,,Internal code of practice,"Storm Peak Factor (1.6 deep ground water >4m and 2.4 shallow ground water)
Average flow (220L/person/day * 2.7 people/lot(units)*total lots(units))",20,ARI (5 years - 1 in 5 year event rain),5 - Highly Reliable,0,,24,,0,,0,,3 - Less Reliable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,0,Measure Not Applicable,2021,,5 - Highly Reliable
